id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
ts217356,Betaal,SHOW,A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.,2020,TV-MA,47,"['thriller', 'action', 'horror']",['IN'],1.0,tt10651790,5.4,8998,7.04,6.6,n
ts213544,Rookie Historian Goo Hae-Ryung,SHOW,"Set in the early 19th century. Goo Hae Ryung works as a historian. Female historians like Goo Hae Ryung are generally looked down upon because of their gender. Yet, Goo Hae Ryung fulfills her duty as a historian. She gets involved with Prince Lee Rim.",2019,,43,"['romance', 'comedy', 'drama', 'history']",['KR'],1.0,tt10406128,8.1,2060,24.761,8.333,n
ts251061,Legend of Exorcism,SHOW,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (?�天夜�?) web novel of the same name.",2020,TV-14,20,"['scifi', 'action', 'fantasy', 'animation']",['CN'],2.0,tt14994658,7.7,93,16.041,9.5,n
tm467467,Homecoming: A Film by Beyoncé,MOVIE,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,PG-13,137,"['documentation', 'music']",['US'],,tt10147546,7.5,7085,10.614,8.2,n
ts312044,Beyblade Burst Surge,SHOW,,2020,TV-Y,23,['animation'],['JP'],1.0,tt18554728,8.3,30,7.501,9.7,n
ts221174,Ricky Zoom,SHOW,"From Hasbro's Entertainment One comes Ricky Zoom, a CGI preschool series about a red motorbike named Ricky. Along with his bike buddies, Ricky races around the sports track, tries new stunts at the park, and zooms into adventures.",2019,TV-Y,12,"['animation', 'family']",['CN'],2.0,tt10932166,6.3,95,1.375,7.2,n
tm467848,NiNoKuni,MOVIE,"Adapted from the video game series of the same name, NiNoKuni follows high school peers Yuu and Haru who must travel between two separate yet parallel worlds to help save their childhood friend, Kotona, whose life is in danger. In this magical quest complicated by love, the three teens will be tasked with making the ultimate choice.",2019,PG-13,106,"['family', 'fantasy', 'romance', 'animation', 'action']",['JP'],,tt9760504,6.1,3338,19.73,6.7,n
tm917974,Hard Kill,MOVIE,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",2020,R,98,"['thriller', 'action']",['US'],,tt11656172,3.3,19750,13.322,5.1,n
tm848443,World Famous Lover,MOVIE,"An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, an uber-cool youngster romancing in the streets of Paris with his girlfriend Iza, Union Leader Srinu head over heels in love with his boss lady, and and the first college romance.",2020,,156,"['romance', 'drama']",['IN'],,tt10991188,5.0,3206,2.038,6.0,n
ts223895,"Hi Bye, Mama!",SHOW,"When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",2020,,63,"['scifi', 'comedy', 'drama', 'fantasy']",['KR'],2.0,tt11804034,7.9,1639,27.87,8.1,n
tm917822,The 2nd,MOVIE,"Secret-service agent Vic Davis is on his way to pick up his estranged son, Sean, from his college campus when he finds himself in the middle of a high-stakes terrorist operation. His son's friend Erin Walton, the daughter of Supreme Court Justice Walton is the target, and this armed faction will stop at nothing to kidnap her and use her as leverage for a pending landmark legal case.",2020,,93,"['action', 'drama']",['US'],,tt11697484,3.8,8590,12.089,5.5,n
ts269501,BREAK IT ALL: The History of Rock in Latin America,SHOW,"Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent.",2020,TV-MA,50,"['documentation', 'music']",['AR'],1.0,tt13570366,7.6,1230,7.752,7.6,n
ts269442,The Surgeon's Cut,SHOW,"They're philosophers, storytellers and pioneers in their fields. Four surgeons reflect on their lives and professions in this inspiring docuseries.",2020,TV-14,54,['documentation'],[],1.0,tt13487106,8.5,1027,3.714,7.7,n
tm889018,Nobody Knows I'm Here,MOVIE,"Memo lives on a remote Chilean sheep farm, hiding a beautiful singing voice from the outside world. A recluse with a glittery flair, he can't stop dwelling on the past, but what will happen once someone finally listens?",2020,,91,"['drama', 'music']",['CL'],,tt10728764,6.5,4148,12.69,6.9,n
tm843768,John Mulaney & The Sack Lunch Bunch,MOVIE,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",2019,PG,70,"['comedy', 'family']",['US'],,tt11318624,7.4,3532,5.581,7.1,n
tm846166,Pets United,MOVIE,"When Roger (a Robin Hood-esque, stray dog) and Belle (an elegant yet spoilt pet cat) are thrown together amidst the chaos of a robot take-over of their home city, they must push all their preconceptions aside in order to survive, as they embark on a high-stakes, action-packed adventure.",2019,,89,"['comedy', 'animation']","['CN', 'DE', 'GB']",,tt11276598,3.7,2754,65.129,5.9,n
tm819107,Aziz Ansari: Right Now,MOVIE,"Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.",2019,,65,['comedy'],['US'],,tt10575038,7.5,5161,4.989,7.4,n
tm886086,Seized,MOVIE,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Nero?�s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamo?�s hideout and seek revenge.",2020,R,85,"['action', 'thriller']",['US'],,tt7221772,5.3,2270,12.92,6.6,n
tm847629,Dolly Parton: Here I Am,MOVIE,"Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career.",2019,,89,"['documentation', 'music']",['GB'],,tt11497544,7.3,1502,3.26,7.7,n
ts89048,My First First Love,SHOW,"Due to various personal reasons, a group of Yun Tae-o?�s friends move into his house, where they experience love, friendship, and everything in between.",2019,TV-PG,48,['drama'],['KR'],2.0,tt8995604,7.5,2246,25.264,8.3,n
ts88937,Shadow,SHOW,"Haunted by a tragic loss, an ex-cop with a rare inability to feel pain strikes out on his own to catch offenders who've eluded Johannesburg police.",2019,TV-MA,43,"['crime', 'action', 'drama', 'thriller']",['ZA'],1.0,tt9817236,6.5,969,1.143,6.5,n
ts82739,Women of the Night,SHOW,"Haunted by a shadowy past, the wife of a rising star in Amsterdam's mayoral office finds herself drawn into the city?�s underworld of sex and drugs.",2019,TV-MA,47,"['drama', 'crime']","['NL', 'BE']",2.0,tt7785420,6.3,879,7.418,6.8,n
ts251615,(Un)Well,SHOW,"This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?",2020,TV-MA,52,"['documentation', 'reality']",['US'],1.0,tt12759384,6.4,1068,3.075,6.7,n
ts89832,Abyss,SHOW,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they?�ve come back to life in new bodies they don?�t recognize.",2019,TV-14,63,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt10055734,7.1,2324,15.15,8.3,n
ts216493,The Naked Director,SHOW,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,2019,TV-MA,50,"['drama', 'comedy']",['JP'],2.0,tt10477528,7.7,6147,252.688,7.5,n
tm375446,Asphalt Burning,MOVIE,"The third and final instalment in the Burnout trilogy. This time, the road leads through Norway, to Sweden, Denmark and finally Germany to race on the famous racing track, Nürburgring.",2020,,100,"['comedy', 'action', 'european']","['NO', 'DE']",,tt6527456,5.1,2315,18.974,5.4,n
tm881859,A Secret Love,MOVIE,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020,,83,"['documentation', 'drama']",['US'],,tt3260524,7.8,4409,12.806,7.4,n
ts217891,SAINT SEIYA: Knights of the Zodiac,SHOW,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",2019,TV-14,24,"['animation', 'action', 'scifi', 'fantasy']",['US'],2.0,tt6908976,4.5,1846,82.799,7.337,n
tm986700,All My Friends Are Dead,MOVIE,"A group of friends at a New Year?�s Eve party go through a whirlwind of events that exposes secrets, breaks hearts ??and leads to a shocking outcome.",2020,,95,"['comedy', 'drama', 'thriller', 'crime']",['PL'],,tt13723064,5.8,6299,9.518,5.9,n
tm674099,Rose Island,MOVIE,"An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken.",2020,,117,"['drama', 'comedy']",['IT'],,tt10287954,7.0,20555,12.682,7.1,n
tm434830,The Grizzlies,MOVIE,"In a small Arctic town struggling with the highest suicide rate in North America, a group of Inuit students' lives are transformed when they are introduced to the sport of lacrosse.",2019,R,106,"['drama', 'sport']",['CA'],,tt6365796,7.4,2194,4.171,7.6,n
ts88841,The School Nurse Files,SHOW,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",2020,TV-14,51,"['scifi', 'fantasy', 'comedy', 'drama']",['KR'],1.0,tt12879522,6.4,1195,10.551,7.8,n
ts104840,Skylines,SHOW,"In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.",2019,TV-MA,57,"['crime', 'drama', 'music', 'documentation', 'reality']",['DE'],1.0,tt9184970,7.5,2658,3.678,7.1,n
tm814734,Kidnapping Stella,MOVIE,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully-laid plans.",2019,,89,"['crime', 'thriller']",['DE'],,tt8613876,4.9,6008,13.895,5.3,n
tm912373,Jim Jefferies: Intolerant,MOVIE,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy.",2020,,66,['comedy'],['US'],,tt12588160,7.2,2872,5.264,7.2,n
tm916997,Work It,MOVIE,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,2020,PG-13,93,"['comedy', 'music']",['US'],,tt10276470,6.1,13242,14.953,7.7,n
tm465408,Burning Cane,MOVIE,"Set among the cane fields of rural Louisiana, Burning Cane follows a deeply religious mother struggling to reconcile her convictions of faith with the love she has for her troubled son.",2019,,77,['drama'],['US'],,tt7358154,5.5,633,2.604,5.8,n
tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",2020,PG,94,"['fantasy', 'family', 'comedy']",['US'],,tt4844150,5.4,4172,39.595,6.2,n
tm454156,In Family I Trust,MOVIE,"Bea is a successful architect who lives in Barcelona (Catalonia, northeast to Spain) with her boyfriend and boss, Víctor, a CEO of an important company. During a night celebration of an important contract signed to make a skyscraper designed by Bea, in the bar appears the famous TV reporter and anchorwoman Rebecca Ramos, Victor's personal erotic fantasy. Not measuring the consequences of her actions due to the alcohol she drank, Bea makes a meeting between Víctor and Rebecca. When to the next day she wakes up, Víctor proposes to wed Bea and she accepts, but after she arrives to the job, Bea learns about a videotape where Víctor and Rebecca make the love in a car that it's in all TV channels. In front of all CEOs during a full meeting, Bea slaps Víctor and destroys her design, being fired from the job. Looking for a break, she travels her natal coastal town, Santa Clara, just to discover that her rest isn't so easy as it seems: her eccentric, free-spirited and eternal smiling mother ...",2019,,94,"['romance', 'comedy', 'european']",['ES'],,tt6869362,6.2,3194,5.414,6.3,n
tm889679,Roped,MOVIE,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,2020,PG,90,"['drama', 'romance', 'family', 'comedy']",['US'],,tt8523028,5.4,1436,10.847,6.3,n
ts251560,Do Do Sol Sol La La Sol,SHOW,"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",2020,,60,"['comedy', 'drama', 'music', 'romance']",['KR'],1.0,tt12850262,7.3,1539,5.02,7.8,n
